Name,Country,Rating,Pos_Review,Neg_Review
Thanh,Việt Nam,10,"Khách sạn La Passion Classic Hotel là một khách sạn mới với đội ngũ nhân viên cực kỳ năng động và hiểu biết như Phước , Điệp , Vinh , Huy và Hoàng . Bữa ăn sáng giàu sự lựa chọn . Phòng được trang trí với phong cách indochin gần gũi , giường êm ái . Một lựa chọn hoàn toàn xứng đáng !",Không có
Huy,Việt Nam,10,"Khách sạn xịn sò, view 3 mặt tiền đẹp nhất Hà Nội, công viên đối diện, tiện ích cafe, phòng ốc xịn đẹp. Cảm ơn nhân viên Minh Tom (bell man), Phước (Alex), Henry, Jessica... hỗ trợ vui vẻ thân thiện, ăn sáng tại KS ngon... khăn tắm tốt kg mùi hoá chất. Nơi đáng nghỉ dưỡng, sẽ quay lại khi có dịp. Cảm ơn KS.",Tất cả tốt.
Rachel,Việt Nam,10,"Thoải mái, sạch sẽ , nhân viên nhiệt tình",
Anh,Việt Nam,10,Tiện nghi từ mọi thứ . Anh Điệp nvien lê tân rất chu đáo chỉn chu,
Ben,Việt Nam,10,"Bạn Lễ Tân ( Điệp ) Rất Chu Đáo, Nhiệt Tình vầ Ân Cần
Bảo Vệ rất ân cần chu đáo, xử lý việc nhanh chóng",None
Le,Mỹ,10,Một khách sạn tuyệt vời đã đáp ứng được mọi nhu cầu của chúng tôi.,
Thị,Việt Nam,10,"Chỗ nghĩ tuyệt vời , nhân viên thân thiện Alex",
Thanh,Việt Nam,10,Phục vụ rất ân cần chu đáo. Nơi ở sạch đẹp và địa điểm ngay trung tâm thuận tiện mọi thứ. Mình rất ưng ý và sẽ quay lại ks này,
Trọng,Việt Nam,10,"Khách sạn đẹp , nhân viên thân thiên Alex",
Tan,Việt Nam,10,"Cảm ơn em Huy , khách sạn tuyệt vời",
Bảo,Việt Nam,8,Vi tri gân trung tâm nhiều hàng ăn qan caffe. Phòng rộng tiện nghi. Có hỗ trợ khách nhận phòng sớm.,
Nguyen,Mỹ,10,Giường rất thoải mái và phòng sạch sẽ. Vị trí hoàn hảo,
Tran,Việt Nam,10,"Căn phòng sạch sẽ và ngăn nắp. Vị trí rất tuyệt vời, có nhiều quán ăn ngon, quán cà phê và nhà hàng gần đó.",
Thị,Việt Nam,8,Phòng rộng,Nội thất hơi cũ
Thi,Pháp,9,"Nhân viên lịch sự, khách sạn nằm ở vị trí thuận tiện để thăm quan phố cổ và các địa điểm du lịch ở hà nội","Khách sạn nằm ở vị trí mà người đi đường và phương tiện giao thông đi lại nhiều, nhiều tiếng ồn."
Ha,Việt Nam,10,Nv dễ thương nhiệt tình. Khách sạn sạch sẽ. Đặt phòng 2 ng nhưng khách trả muộn nhân viên upgrade lên phòng rộng hơn cho mình luôn,
Anh,Đài Loan,9,"Vị trí thuận tiện, rất thích hợp cho khách du lịch",
Van,Việt Nam,10,khách sạn đẹp cảm ơn em Phước,
Thi,Đức,9,Chỗ nghỉ thoáng mát và sạch sẽ ☺️,
Tho,Việt Nam,10,khách sạn ok cảm ơn Phước,
Hà,Việt Nam,10,Khách sạn tốt nhân viên nhiẹt tình Phước,
Nguyen,Việt Nam,10,"Vị trí tuyệt vời, giường thoải mái, nhân viên rất thân thiện",
Mia,Việt Nam,10,整体舒适方便的酒店。,
Nguyen,Việt Nam,10,Nhân viên thân thiện Phước,
Ha,Việt Nam,10,"Vị trí rất hoàn hảo, nằm rất trung tâm. Các nhân viên rất thân thiện, niềm nở và hữu ích.",
Phan,Việt Nam,10,Nhân viên lễ tân khá dễ thương! Hay cho chúng tôi những gợi ý tuyệt vời cho chuyến tham quan của chúng tôi!,
Nhu,Việt Nam,10,Địa điểm tốt phòng sạch sẽ nhân viên vui tính Phước,
Thai,Việt Nam,10,Nhan vien vui ve Phuoc,
Loan,Việt Nam,10,"Phòng rộng , view thành phố mình ở đây 1 đêm thôi chưa c thời  gian khám phá xung quanh , nhân viên nhiệt tình vui vẻ  Phước",
Bao,Việt Nam,10,"Phước thân thiện ,sẵn sàng giúp đỡ mỗi khi khách yêu cầu , tôi sẽ còn quay lại",
Truong,Việt Nam,10,"Vị trí đẹp , thuận tiện , giá cả hợp lý . Nhân viên  vui vẻ nhiệt tình Phước . Check out xong vẫn được gửi đồ ở lại khách sạn rồi đi chơi thoải mái",
Hằng,Việt Nam,10,"Bữa sáng ổn 
Khách sạn city view ngắm Hà Nội mùa này cực thích
Nhân viên lịch sự chu đáo cảm ơn em Văn Phước",
Tran,Việt Nam,10,"Bữa sáng ổn 
Nhân viên vui vẻ nhiệt tình chỉ dẫn Phuoc",
Nhật,Việt Nam,10,"Phòng đầy đủ tiện nghi,gần trung tâm",Giường cho 2 người nhưng hơi nhỏ
Thao,Việt Nam,10,"Khách sạn vị trí đẹp 3 mặt tiền 
Nhân viên vui vẻ . Thank you Alex",
Thuong,Việt Nam,10,Khách sạn ổn Phuoc vui vẻ thân thiện,
Mạnh,Việt Nam,10,Khách sạn tốt . Nhân viên thân thiện Phuoc,
Mia,Việt Nam,10,"Khách sạn tốt , nhân viên nhiệt tình Phuoc and Vinh",
Thư,Việt Nam,10,"Khách sạn vị trí đẹp 

Nhân viên phục vụ tốt V.Phuoc",Mình ở tầng 4 wifi hơm kém
Đại,Việt Nam,10,"Bữa sáng ổn , view đẹp có thể nhìn ra công viên và thành phố về đêm , nhân viên phục vụ tốt niềm nở . Cảm ơn em trai Văn Phước hỗ trợ anh nhiệt tình",
Open,Việt Nam,10,Bữa sáng tạm được . Cảm ơn em trai Phước giúp anh có một kì nghĩ tuyệt vời,
Tam,Việt Nam,7,Bữa sáng rất tốt cùng địa điểm rất thuận lợi,Tiếng ồn và ko có bãi đỗ xe
Duy,Việt Nam,3,,"Gần đến giờ check in thì khách sạn gọi báo overbooking, không còn phòng. Thu tiền trước nhưng nhờ xuất hoá đơn trước lại không hỗ trợ."
Chung,Việt Nam,7,Ngay trong trung tâm thành phố. Thuận tiện ngắm cảnh phố phường,Mọi thứ đều ổn
Lê,Việt Nam,3,,Điều hòa Ko mát.
Hong,Việt Nam,7,vị trí thuận tiện và view đẹp,"thảm có mùi hôi , thang máy nhỏ không có hút không khí nên có mùi"
Kieu,Việt Nam,5,"ngay trung tâm, dễ di chuyển","Ăn sáng ít món, phòng cũ kỹ, hư vòi sen, thang máy hư nút bấm"
Mai,Việt Nam,5,Vị trí trung tâm thuận lợi,"Nhân viên hơi chậm, không thông báo thông tin cho khách khi tầng bị mất nước, khách phải hỏi 2 lần mới biết được là phải đợi 2 tiếng"
Westwood,Slovenia,10,Hotel staff was fantastic friendly n gave us an early Chreck in room was super clean and big will definitely go back again.,
Alia,Ireland (Ai Len),9,The hotel is great value for money. The rooms need some tlc but for the price we paid we were more than satisfied. The staff were extremely helpful and went above and beyond with any request we made. The bed was really comfy and we slept well.,"As mentioned, the building needs some attention. It is noisy at night on the lower floors so be prepared. We used earplugs and It wasn't a problem for us."
Caoimhe,Ireland (Ai Len),10,We only stayed here for 1 night before getting our flight the next day but the room was spotlessly clean with plenty of towels and a separate shower which was great to not have a wet room. The buffet breakfast in the morning was amazing with a huge selection of western and Vietnamese food. The staff were also nice and let us check in at 2am.,Nothing
Leanne,Na Uy,10,"Location was great, staff was friendly too. We checked in late due to delayed of flight. The staff allowed us to extend our check out time.",
O'neill,Đức,10,"Nice, new and clean. Comfy beds, quiet. Excellent value, very clean and comfortable
Rooms are spotless and very comfortable.",
Indahb,Indonesia,9,Location,
Wing,Úc,8,"Good location -walks to various points of interest, eateries, shopping, markets etc",Can be noise at times in a busy location.
Elena,Canada,10,"The room was very warm and comfortable. The location was excellent, easy walk to every where.",
Robert,Vương Quốc Anh,9,"Great location, friendly staff",
Hoai,Slovenia,10,"Wonderful hotel. Felt like home, nice quiet space at night. it was great sleeping!",
Rundong,Vương Quốc Anh,10,Good hotel with spacious rooms and clean furnishings. Enjoyed the view.,
Shannon,Thái Lan,8,The room was decent and comfortable with a pretty view. The staff were also lovely. Only complained is that There was an unbearable smell in the bathroom but we only stayed one night so could manage it. Breakfast was good :),
Lauren,Canada,10,"Really lovely people, friendly and careful. Location was amazing and the room was so clean and comfortable.",
Vinod,Canada,8,Spray too much for bad smell,
Brzozowski,Slovenia,10,"Great hotel, very comfy beds and hotel staff were all so friendly and helpful
Was clean and rooms were satisfactory",
Yulisnawati,Canada,10,"The location just perfect, close to market and any tourist areas 
The staff are great and they are always friendly and helpful, Henry thank you so much for making my stayed with warm welcome, always 🙏❤️.

I would like to stay here again for my next visit to Hanoi .",
Owen,Úc,10,"Nice social aspect to hotel, as well as a clear agenda to save energy and be green. Clean and nice style to the hotel too. Nice location",
Thi,Việt Nam,10,"Thanks a lot for your great service provided during my short stay at the hotel, especially Thomas, who really excellence performed the assistance even with small details.",
Ofer,Brazil,10,"Lovely hotel, staff, location and food! Comfy, stylish and super relaxed vacation.
Would love to come back 😀",
Borisova,Tây Ban Nha,10,polite staff great utilities and only a 5 minute walk into the city centre,
Tommy,Hà Lan,10,"Location - very easy access to public transportation and convenient with cafes, supermarkets, etc.",
Shroff,Slovenia,10,Good location! However very congested room and common area around rooms!!,
Akash,Mỹ,10,Very welcoming and helpful and smiling staff. Extended our stay by an hour at the last minute and the receptionist was able to do so without any cost. The room was pristine.,
Sharon,Úc,8,This was a good hotel in a good area. It is an old hotel but well maintained,A bit noisy from the street but most hotels would suffer from the traffic noise
Jean,Chile,10,"Good value for money in excellent location.
Clean and friendly. Would stay again and recommend.",
Sanchez,Bulgaria,10,"Staff is good and english language easily understand and also hotel is in good location,hotel room is conformable clean",
Goohwa,Singapore,10,Staff so good and the room is so clean.,
Komal,Albania,10,"Clean comfy that feels classic
Loved how secure and safe the hotel feels. Nice bedroom layout.",
Eldon,Úc,8,Big room though was affected by the traffic noice.,
Halliwell,Vương Quốc Anh,10,"Great location, very very clean room and the bed was amazing. Never had slept so good and comfortable like there. Location was perfect, close to the transportation, shops, attractions.",
Tjiam,Vương Quốc Anh,10,Excellent hotel for family living. The hotel is located in the center.,
Rainey,Đan Mạch,10,"Nice and comfortable apartment with everything you need for a great price. The girl who attended me was very kind and helpful, would repeat.",
Cox,Úc,10,"Great apartments at a very central location with 24/7 Front Desk available, making it very secure.
Staff were very helpful and accomodating and breakfast was also exceptional.",
Anwar,Kuwait,10,The staff were extremely helpful,The next door restaurant & cafe blocked the walkway way to the hotel ! Forced you to walk on the street through moving cars to reach the hotel which is extremely dangerous .
Maurice,Úc,10,"Check on was smooth with friendly staff. Room was modern, clean and a super comfy bed. Bathroom very clean. Even though they were busy it was quiet in my room and I slept well.",
Xiaohao,Trung Quốc,10,"Hotel10 point
Hery Adam ，Alex ve人员good，",
Maroz,Canada,10,"Great location, very nice staff and delicious food. I recommend.
The hotel is very clean, staff are very friendly and helpful.",
Nguyen,Đức,10,"good hotel, thank Điệp",
Tram,Việt Nam,10,Best choice for trip. Nice place,
Le,Việt Nam,10,mr alex,
Tengying,Vương Quốc Anh,10,The location is excellent. My room was quiet very confortable and had everything I needed.,
Fe,Mỹ,10,"Central location, easy to get every where. Lots of options for dinner, touristic spots, shopping, etc. Everything walking distance.",
Soumojit,Ấn Độ,10,"Great location, right in the Old Quarter and 10 mins walk from the lake. The whole area is quite happening and colourful. The room was good and the bed was very comfortable. Adam and Alex are amazing people and helped us with a lot of things. We also booked a day cruise - Ha Long Symphony which is operated by La Passion themselves. The cruise was fun and the lunch onboard was just amazing! Can’t wait to come back here and spend some more time.",
Avital,Israel,8,The room was ok. The staff was polite but felt a little over controlling. The location was in the heart of the old quarter.,The breakfast variety. The public areas.
Arti,New Zealand,10,"Our stay at La Passion Classic was nothing short of exceptional! The rooms were cozy, clean, and perfectly suited for a comfortable visit.

The staff truly made our experience unforgettable. Adam was amazing—always attentive, friendly, and ready to assist with anything we needed. Manager Alex went above and beyond to ensure our stay was seamless and enjoyable. Their dedication and hospitality made us feel so welcomed and valued.

This hotel is a gem, and we would gladly stay here again. Highly recommended to anyone visiting Hanoi!",
Arti,New Zealand,10,"We had an absolutely wonderful stay at La Passion Classic. The experience was nothing short of perfection—10/10! The rooms were incredibly comfortable, providing us with everything we needed for a relaxing stay.

What truly stood out was the exceptional staff. Every single team member was friendly, attentive, and always ready to go above and beyond to assist us. Their warm hospitality made our visit even more special.

We would highly recommend La Passion Classic to anyone visiting Hanoi. Thank you for such a memorable and enjoyable stay!",
Priyanka,Ấn Độ,10,Staff is super helpful and kind. Location is awesome,
Fang,Vương Quốc Anh,10,The location is amazing right next to the station more or less. The entrance to the hotel is really nice and the rooms are clean. Staff manners and cleanness,
Kanyapat,Thái Lan,8,"1. Hotel located in a good place. Easy to find and go many places.👍🏻
2. Staffs have a very good services mind and helpful. 🥰
3. Good for family and a group of friends trip. Hotel have family room 3-4 people in one room.👍🏻
4. Got a big space inside the room.👍🏻
5. Comfortable bed, soft and clean. No back pain😄
6. Pho at hotel’s cafeteria have a good taste. 😋","1. Hotel should inform or note down on booking website that guest have to pay cash when arrive at the hotel. If pay by card (any type of card) will have 3% charge. In case some guests didn’t bring enough cash…like me😅 
Because when I booked the hotel on booking.com I want to pay immediately, already put credit card information I thought I paid via credit card already but in the end when arrived reception informed me about payment detail.
So… I have to pay by card bc cash not enough. 

2. If the cleanliness is improved just a bit more, this place will be perfect. And I suggest to have some diffuser inside the room for guest to feel more relax."
Ma,Mỹ,9,"The staff exceeded our expectations, their  English was exceptional. Always helped us with anything we needed help with. The location could not be beat, overlooking a square in the center of Hanoi Old Quarter.",Smaller elevator.
Smj,Pakistan,10,"I had a 3 night stay and it was very comfortable, they accommodated and changed the room for me when I mentioned the other one was a bit noisy due to busy street. Room was clean with all facilities available. The staff was extremely helpful and friendly. They helped me get a sim card, book tours, also went out of their way to show me a local restaurant and ordered food for me due to the language barrier. I'd highly recommend it. Good value for money as well.",
Bahader,Ai Cập,8,"The location is excellent, and the breakfast offers a lot of variety. The staff at the front desk are very helpful.","However, the hotel is located directly on a main road, so during rush hours, it can feel like you’re living on the street. That said, it’s fine for travelers staying just a couple of days."
Waleed,Saudi Arabia (Ả-rập Xê-út),10,Every thing,Nothing
M92331101,Hồng Kông,10,Reception warm welcome,Some noise from announcements and music in the early morning. Maybe from nearby park.
Mark,Canada,10,Great location and staff. Centrally located and just a short walk to great restaurants and bars. Great budget hotel with good location,
Avraham,Israel,10,"The hotel is quite new and very peaceful. The room and bed are comfortable, making for a pleasant stay. The food selection is diverse and tasty.",
Colin,Úc,10,"Basic room but clean, comfortable bed, good shower and great view. Continental breakfast was also basic but good enough.",
Jeyadev,Ấn Độ,8,"Amazing location, everything walkable and accessible. Spacious room and helpful staff and a nice breakfast buffet.","Lobby/waiting area could be bigger. Breakfast was more or less same throughout our stay, a little change in variety is welcome."
Ville,Thụy Điển,9,Easy to have bag in storage several days. Very service minded people. Good beds.,"Room to street a bit noisy. Breakfast is fine, nothing spectacular."
Julia,Úc,10,"It was functional, simple, good value for money and clean. Staff were very friendly and explained everything clearly. It was right in the heart of the shopping area, with lots of restaurants, which was perfect!",
Angela,Mỹ,10,"+ area and location
+ new nice room
+ friendly staff",
Simon,Úc,10,"The staff was very helpful, location was good, and the room’s conditions. Equipment functioned well. Helpful staff, easy communication.",
Louise,Vương Quốc Anh,9,"Great location 
Great price 
Bath
Friendly service 
Breakfast variety",Slightly Tired bathroom
Luca,Ý,10,"The room was fantastic. Very big, comfortable, luxury and the bathroom was wonderful. Breakfast is excellent and position too!! The staff members were very careing and helpful. In particular, Mr Vinh and Mr Alex were fantastic!!! Thank you mr Vinh for all your assistance and kindness. I strongly recommend to everybody this hotel!",
Georgios,Hy Lạp,8,"Location, staff, and breakfast was great! Especially the staff.","The hotel is placed right on a big junction so some rooms are noisy with street noise. Also, some residents were noisy until 2am but that's just bad luck for us."
Chun,Campuchia,10,Everything,Noting
Mogatas,Philippines,9,Place is clean and near in night market,Nothing
Jittakan,Thái Lan,10,The hotel is very comfy and every worked well for all of us during our stay. Andrew was willing to help with all our requests. Breakfast was up to the mark with lots of choices. Highly recommended.,None
Neva,Vương Quốc Anh,10,Great location. Very friendly and helpful staff. Would visit again. She organised everything like we wanted.,
Angel,Việt Nam,10,The staff was really great. The recepcionist Anna was very helpful with everything.,
